0	0.000000
1	0.052352
2	0.104656
3	0.156864
4	0.208930
5	0.260804
6	0.312440
7	0.363791
8	0.414810
9	0.465451
10	0.515668
11	0.565416
12	0.614648
13	0.663322
14	0.711393
15	0.758819
16	0.805557
17	0.851565
18	0.896802
19	0.941230
20	0.984808
21	1.027499
22	1.069265
23	1.110071
24	1.149881
25	1.188663
26	1.226382
27	1.263007
28	1.298509
29	1.332858
30	1.366025
31	1.397986
32	1.428713
33	1.458184
34	1.486377
35	1.513269
36	1.538842
37	1.563077
38	1.585957
39	1.607468
40	1.627595
41	1.646327
42	1.663653
43	1.679562
44	1.694049
45	1.707107
46	1.718731
47	1.728918
48	1.737667
49	1.744978
50	1.750852
51	1.755294
52	1.758306
53	1.759897
54	1.760074
55	1.758845
56	1.756221
57	1.752216
58	1.746842
59	1.740115
60	1.732051
61	1.722668
62	1.711985
63	1.700024
64	1.686805
65	1.672352
66	1.656690
67	1.639845
68	1.621842
69	1.602711
70	1.582480
71	1.561180
72	1.538842
73	1.515498
74	1.491181
75	1.465926
76	1.439767
77	1.412741
78	1.384884
79	1.356234
80	1.326828
81	1.296705
82	1.265905
83	1.234468
84	1.202434
85	1.169843
86	1.136737
87	1.103158
88	1.069147
89	1.034747
90	1.000000
91	0.964948
92	0.929634
93	0.894101
94	0.858391
95	0.822547
96	0.786610
97	0.750624
98	0.714631
99	0.678671
100	0.642788
101	0.607021
102	0.571411
103	0.535999
104	0.500824
105	0.465926
106	0.431342
107	0.397112
108	0.363271
109	0.329857
110	0.296905
111	0.264450
112	0.232525
113	0.201165
114	0.170401
115	0.140263
116	0.110783
117	0.081990
118	0.053910
119	0.026572
120	0.000000
121	-0.025780
122	-0.050746
123	-0.074875
124	-0.098146
125	-0.120541
126	-0.142040
127	-0.162626
128	-0.182285
129	-0.201002
130	-0.218763
131	-0.235558
132	-0.251377
133	-0.266210
134	-0.280051
135	-0.292893
136	-0.304732
137	-0.315566
138	-0.325391
139	-0.334209
140	-0.342020
141	-0.348827
142	-0.354634
143	-0.359447
144	-0.363271
145	-0.366116
146	-0.367991
147	-0.368906
148	-0.368875
149	-0.367910
150	-0.366025
151	-0.363238
152	-0.359566
153	-0.355026
154	-0.349640
155	-0.343426
156	-0.336408
157	-0.328609
158	-0.320052
159	-0.310763
160	-0.300767
161	-0.290093
162	-0.278768
163	-0.266821
164	-0.254282
165	-0.241181
166	-0.227550
167	-0.213420
168	-0.198825
169	-0.183798
170	-0.168372
171	-0.152583
172	-0.136464
173	-0.120053
174	-0.103383
175	-0.086492
176	-0.069417
177	-0.052193
178	-0.034857
179	-0.017447
180	-0.000000
181	0.017447
182	0.034857
183	0.052193
184	0.069417
185	0.086492
186	0.103383
187	0.120053
188	0.136464
189	0.152583
190	0.168372
191	0.183798
192	0.198825
193	0.213420
194	0.227550
195	0.241181
196	0.254282
197	0.266821
198	0.278768
199	0.290093
200	0.300767
201	0.310763
202	0.320052
203	0.328609
204	0.336408
205	0.343426
206	0.349640
207	0.355026
208	0.359566
209	0.363238
210	0.366025
211	0.367910
212	0.368875
213	0.368906
214	0.367991
215	0.366116
216	0.363271
217	0.359447
218	0.354634
219	0.348827
220	0.342020
221	0.334209
222	0.325391
223	0.315566
224	0.304732
225	0.292893
226	0.280051
227	0.266210
228	0.251377
229	0.235558
230	0.218763
231	0.201002
232	0.182285
233	0.162626
234	0.142040
235	0.120541
236	0.098146
237	0.074875
238	0.050746
239	0.025780
240	0.000000
241	-0.026572
242	-0.053910
243	-0.081990
244	-0.110783
245	-0.140263
246	-0.170401
247	-0.201165
248	-0.232525
249	-0.264450
250	-0.296905
251	-0.329857
252	-0.363271
253	-0.397112
254	-0.431342
255	-0.465926
256	-0.500824
257	-0.535999
258	-0.571411
259	-0.607021
260	-0.642788
261	-0.678671
262	-0.714631
263	-0.750624
264	-0.786610
265	-0.822547
266	-0.858391
267	-0.894101
268	-0.929634
269	-0.964948
270	-1.000000
271	-1.034747
272	-1.069147
273	-1.103158
274	-1.136737
275	-1.169843
276	-1.202434
277	-1.234468
278	-1.265905
279	-1.296705
280	-1.326828
281	-1.356234
282	-1.384884
283	-1.412741
284	-1.439767
285	-1.465926
286	-1.491181
287	-1.515498
288	-1.538842
289	-1.561180
290	-1.582480
291	-1.602711
292	-1.621842
293	-1.639845
294	-1.656690
295	-1.672352
296	-1.686805
297	-1.700024
298	-1.711985
299	-1.722668
300	-1.732051
301	-1.740115
302	-1.746842
303	-1.752216
304	-1.756221
305	-1.758845
306	-1.760074
307	-1.759897
308	-1.758306
309	-1.755294
310	-1.750852
311	-1.744978
312	-1.737667
313	-1.728918
314	-1.718731
315	-1.707107
316	-1.694049
317	-1.679562
318	-1.663653
319	-1.646327
320	-1.627595
321	-1.607468
322	-1.585957
323	-1.563077
324	-1.538842
325	-1.513269
326	-1.486377
327	-1.458184
328	-1.428713
329	-1.397986
330	-1.366025
331	-1.332858
332	-1.298509
333	-1.263007
334	-1.226382
335	-1.188663
336	-1.149881
337	-1.110071
338	-1.069265
339	-1.027499
340	-0.984808
341	-0.941230
342	-0.896802
343	-0.851565
344	-0.805557
345	-0.758819
346	-0.711393
347	-0.663322
348	-0.614648
349	-0.565416
350	-0.515668
351	-0.465451
352	-0.414810
353	-0.363791
354	-0.312440
355	-0.260804
356	-0.208930
357	-0.156864
358	-0.104656
359	-0.052352
360	-0.000000
361	0.052352
362	0.104656
363	0.156864
364	0.208930
365	0.260804
366	0.312440
367	0.363791
368	0.414810
369	0.465451
370	0.515668
371	0.565416
372	0.614648
373	0.663322
374	0.711393
375	0.758819
376	0.805557
377	0.851565
378	0.896802
379	0.941230
380	0.984808
381	1.027499
382	1.069265
383	1.110071
384	1.149881
385	1.188663
386	1.226382
387	1.263007
388	1.298509
389	1.332858
390	1.366025
391	1.397986
392	1.428713
393	1.458184
394	1.486377
395	1.513269
396	1.538842
397	1.563077
398	1.585957
399	1.607468
400	1.627595
401	1.646327
402	1.663653
403	1.679562
404	1.694049
405	1.707107
406	1.718731
407	1.728918
408	1.737667
409	1.744978
410	1.750852
411	1.755294
412	1.758306
413	1.759897
414	1.760074
415	1.758845
416	1.756221
417	1.752216
418	1.746842
419	1.740115
420	1.732051
421	1.722668
422	1.711985
423	1.700024
424	1.686805
425	1.672352
426	1.656690
427	1.639845
428	1.621842
429	1.602711
430	1.582480
431	1.561180
432	1.538842
433	1.515498
434	1.491181
435	1.465926
436	1.439767
437	1.412741
438	1.384884
439	1.356234
440	1.326828
441	1.296705
442	1.265905
443	1.234468
444	1.202434
445	1.169843
446	1.136737
447	1.103158
448	1.069147
449	1.034747
450	1.000000
451	0.964948
452	0.929634
453	0.894101
454	0.858391
455	0.822547
456	0.786610
457	0.750624
458	0.714631
459	0.678671
460	0.642788
461	0.607021
462	0.571411
463	0.535999
464	0.500824
465	0.465926
